Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
asking_a20cefa7_11		...	game/script.rpy	2510	"[what]"
asking_3ace14c8		After this, the group always pays more attention to what [chars[]3[2]] has to say and will take the initiative to ask [chars[]3[4]] what [chars[]3[2]] thinks.	game/script.rpy	2512	"[what]"
asking_9f1857c3		He gradually settled into the group and is able to speak more naturally.	game/script.rpy	2513	"[what]"
asking_1e72ccbe		You become very good friends.	game/script.rpy	2515	"[what]"
asking_efb4a969		Good job! You've made every choice right.	game/script.rpy	2517	"[what]"
asking_177472f0		Hope you do as well in the rest of the story	game/script.rpy	2519	"[what]"
asking_c8b5107b	d	"I'm not sure...I don't think they will pay attention to it, so just keep it between us maybe better..."	game/script.rpy	2525	d "[what]"
asking_ccc88276	pov	"Never mind! It's all up to you. Thank you anyway!"	game/script.rpy	2527	pov "[what]"
asking_08b9044a	d	"You are welcome."	game/script.rpy	2529	d "[what]"
asking_a20cefa7_12		...	game/script.rpy	2531	"[what]"
asking_a20cefa7_13		...	game/script.rpy	2535	"[what]"
asking_a20cefa7_14		...	game/script.rpy	2539	"[what]"
asking_7757319d	b	"Jesus, I just got 50...the teacher said I missed a big part!"	game/script.rpy	2555	b "[what]"
asking_15789642	c	"Me too! Why?? We should have found them all!"	game/script.rpy	2557	c "[what]"
asking_0765311a	a	"I don't understand, I'll talk to him."	game/script.rpy	2559	a "[what]"
asking_f2e632ed		You didn't say anything, so as [d]...	game/script.rpy	2561	"[what]"
asking_a20cefa7_15		...	game/script.rpy	2565	"[what]"
asking_a20cefa7_16		...	game/script.rpy	2567	"[what]"
asking_1829a5c5		The next day.	game/script.rpy	2571	"[what]"
asking_af897d2a	a	"I just asked the teacher about our diagram."	game/script.rpy	2577	a "[what]"
asking_5031a3c7	a	"He said we all missed relapse part, but you and [d] did not??"	game/script.rpy	2579	a "[what]"
asking_fb2d7872	a	"Why you didn' tell us??"	game/script.rpy	2581	a "[what]"
asking_342fe56f	pov	"Calm down, calm down. [d] told me about this but I'm not sure it's right or not, so..."	game/script.rpy	2583	pov "[what]"
asking_50ef1403	a	"We could discuss about it, right?"	game/script.rpy	2585	a "[what]"
asking_5fe42d6e	pov	"My bad, I'll tell you next time, I promise."	game/script.rpy	2587	pov "[what]"
asking_42ab6e27	pov	If you had listened to [chars[]3[4]] before...	game/script.rpy	2589	pov "[what]"
asking_a20cefa7_17		...	game/script.rpy	2594	"[what]"
asking_e3cf065a		After this, nothing has changed among the group.	game/script.rpy	2596	"[what]"
asking_f6908596		You are the only one who talk to [d], and [chars[]3[2]] doesn't really fit in with the group.	game/script.rpy	2598	"[what]"
asking_c8ca4b59		You are still the same.	game/script.rpy	2600	"[what]"
asking_8f6a7057		Not bad! You become a friend of [d], but maybe you can do it better, can't you?	game/script.rpy	2602	"[what]"
asking_97d755ac		Let's try it again!	game/script.rpy	2604	"[what]"
asking_a20cefa7_18		...	game/script.rpy	2606	"[what]"
asking_a20cefa7_19		...	game/script.rpy	2615	"[what]"
asking_a20cefa7_20		...	game/script.rpy	2619	"[what]"
asking_7757319d_1	b	"Jesus, I just got 50...the teacher said I missed a big part!"	game/script.rpy	2632	b "[what]"
asking_15789642_1	c	"Me too! Why?? We should have found them all!"	game/script.rpy	2634	c "[what]"
asking_0765311a_1	a	"I don't understand, I'll talk to him."	game/script.rpy	2636	a "[what]"
asking_f2e632ed_1		You didn't say anything, so as [d]...	game/script.rpy	2638	"[what]"
asking_a20cefa7_21		...	game/script.rpy	2640	"[what]"
asking_a20cefa7_22		...	game/script.rpy	2644	"[what]"
asking_1829a5c5_1		The next day.	game/script.rpy	2648	"[what]"
asking_af897d2a_1	a	"I just asked the teacher about our diagram."	game/script.rpy	2654	a "[what]"
asking_5031a3c7_1	a	"He said we all missed relapse part, but you and [d] did not??"	game/script.rpy	2656	a "[what]"
asking_fb2d7872_1	a	"Why you didn' tell us??"	game/script.rpy	2658	a "[what]"
asking_342fe56f_1	pov	"Calm down, calm down. [d] told me about this but I'm not sure it's right or not, so..."	game/script.rpy	2660	pov "[what]"
asking_50ef1403_1	a	"We could discuss about it, right?"	game/script.rpy	2662	a "[what]"
asking_5fe42d6e_1	pov	"My bad, I'll tell you next time, I promise."	game/script.rpy	2664	pov "[what]"
asking_42ab6e27_1	pov	If you had listened to [chars[]3[4]] before...	game/script.rpy	2666	pov "[what]"
asking_a20cefa7_23		...	game/script.rpy	2668	"[what]"
asking_e3cf065a_1		After this, nothing has changed among the group.	game/script.rpy	2672	"[what]"
asking_f6908596_1		You are the only one who talk to [d], and [chars[]3[2]] doesn't really fit in with the group.	game/script.rpy	2674	"[what]"
asking_c8ca4b59_1		You are still the same.	game/script.rpy	2676	"[what]"
asking_29ddf76e		Not bad! You become a friend of [d], but maybe you can think about how to handling interpersonal relationships, can't you?	game/script.rpy	2678	"[what]"
asking_97d755ac_1		Let's try it again!	game/script.rpy	2680	"[what]"
asking_a20cefa7_24		...	game/script.rpy	2682	"[what]"
fourthstory_58d96c2e		Chapter four	game/script.rpy	2699	"[what]"
refourthstory_254c68e6		Usually you live in a student residence with three roommates.	game/script.rpy	2741	"[what]"
refourthstory_c1f4cf5f		Although you have your own bedrooms, you share bathroom, toilet and kitchen and often chat in the common areas.	game/script.rpy	2745	"[what]"
refourthstory_b1833863		You are in the room on the far side, [a]'s room is next to yours, then [b]'s and finally [c]'s.	game/script.rpy	2758	"[what]"
refourthstory_cb800d06		One day after dinner, you sit in the sofa chat together.	game/script.rpy	2760	"[what]"
refourthstory_a7855020	b	Have you heard about supercall's new game? It looks so cool!	game/script.rpy	2764	b "[what]"
refourthstory_e30385b0	pov	Oh really? I've seen its promotional video before and was quite interested.	game/script.rpy	2766	pov "[what]"
refourthstory_2cc6dcf6	b	Yes! We can play it next week, let's do it together!	game/script.rpy	2770	b "[what]"
refourthstory_4db7fe37	pov	Sure, how about you two?	game/script.rpy	2772	pov "[what]"
refourthstory_10b919eb	a	It sounds interesting, but we are both working on our group work you know, maybe after that?	game/script.rpy	2776	a "[what]"
refourthstory_95bddfe4	c	It's reaaaaally hard, I'm so jealous you didn't take this course.	game/script.rpy	2780	c "[what]"
refourthstory_5ffd5ff9	b	Haha! This is where the importance of prior research comes into play.	game/script.rpy	2784	b "[what]"
refourthstory_5c1d3e5b	pov	Well, actually my course is kind of hard too, it's all about medication and I know nothing about it!	game/script.rpy	2786	pov "[what]"
refourthstory_4b84012a	pov	I'm particularly scared of it now for assigning homework, I might have to spend ages on it.	game/script.rpy	2788	pov "[what]"
refourthstory_4d03a8a4	a	So why on earth did you choose that?	game/script.rpy	2792	a "[what]"
refourthstory_c6dc9602	pov	It looked easier than the others at the time, but I've changed my mind now.	game/script.rpy	2794	pov "[what]"
refourthstory_a678a472	b	God bless you bro.	game/script.rpy	2798	b "[what]"
refourthstory_da094fe5	a	Speaking of which, were you singing in the room yesterday?	game/script.rpy	2802	a "[what]"
refourthstory_3567b9d5	pov	Oops, you heard that? That's so awkward...	game/script.rpy	2804	pov "[what]"
refourthstory_26a61aa8	a	You know the soundproof here sucks, but you're actually quite good at singing, don't worry.	game/script.rpy	2808	a "[what]"
refourthstory_59039732	c	Wow, I want to hear you sing! Come on!	game/script.rpy	2812	c "[what]"
refourthstory_53966089	pov	Wait, hold on hold on...Why did the topic change here???	game/script.rpy	2814	pov "[what]"
refourthstory_5cf5d23c	b	Now this is your stage, please.	game/script.rpy	2818	b "[what]"
refourthstory_92721618	pov	Alright alright...	game/script.rpy	2820	pov "[what]"
refourthstory_a20cefa7		...	game/script.rpy	2824	"[what]"
refourthstory_a20cefa7_1		...	game/script.rpy	2827	"[what]"
refourthstory_0acd878a		A week later at the same time	game/script.rpy	2829	"[what]"
refourthstory_6e1aed57	pov	Hey [b], I can't try that game tomorrow, my teacher just assigned a new homework, and I have absolutely no idea on how to do that.	game/script.rpy	2842	pov "[what]"
refourthstory_4cca2108	b	No worries, I've asked some of my friends to join me and I'll definitely carry you when you're done with your homework.	game/script.rpy	2846	b "[what]"
refourthstory_b9110bee	pov	Of course, I'm counting on you.	game/script.rpy	2848	pov "[what]"
refourthstory_cf9cde9a	a	Now it's your turn! We're almost done.	game/script.rpy	2852	a "[what]"
refourthstory_8e7af50c	pov	Nooooo!	game/script.rpy	2854	pov "[what]"
refourthstory_a20cefa7_2		...	game/script.rpy	2858	"[what]"
refourthstory_0f53248b		Second day	game/script.rpy	2862	"[what]"
refourthstory_b9364862		After dinner, you went back to the dormitory, but [b] is not in the kitchen as usual.	game/script.rpy	2872	"[what]"
refourthstory_b49b81f5	pov	Where is [b]?	game/script.rpy	2874	pov "[what]"
refourthstory_a69728b6	c	Flew back to room right after the dinner.	game/script.rpy	2878	c "[what]"
refourthstory_d48ccf3d	b	...watch out!...	game/script.rpy	2885	b "[what]"
refourthstory_f9d16c49	a	*Sigh Now you hear [chars[]1[4]], that game seems so attractive.	game/script.rpy	2889	a "[what]"
refourthstory_07733322	pov	I want to try that too...I need to hurry up.	game/script.rpy	2891	pov "[what]"
refourthstory_92d49534	a	Good luck dude, I've heard [chars[]1[4]] screaming in the house all day, I'm even tempted to give it a go.	game/script.rpy	2895	a "[what]"
refourthstory_d4470489	pov	Stop seducing me, I can't resist it!	game/script.rpy	2897	pov "[what]"
refourthstory_9cce2689	b	.....good job!......	game/script.rpy	2901	b "[what]"
refourthstory_bec7c72d	a	Haha alright, do your homework then.	game/script.rpy	2903	a "[what]"
refourthstory_22aee2f1	pov	Roger that sir.	game/script.rpy	2905	pov "[what]"
refourthstory_f3a9c22c	b	......kidding me? What the .... are you doing??...	game/script.rpy	2909	b "[what]"
refourthstory_d9aabb45		You shrug at them and walk back to your room.	game/script.rpy	2911	"[what]"
refourthstory_a20cefa7_3		...	game/script.rpy	2915	"[what]"
refourthstory_a20cefa7_4		...	game/script.rpy	2919	"[what]"
refourthstory_ff6f63e9		12p.m.	game/script.rpy	2921	"[what]"
refourthstory_356dd92b	a	"Holy moly...you're still playing the game."	game/script.rpy	2927	a "[what]"
refourthstory_560e58e1	a	"I remember you have class tomorrow morning, right?"	game/script.rpy	2929	a "[what]"
refourthstory_a20cefa7_5		...	game/script.rpy	2933	"[what]"
refourthstory_5e8b8af1		Next day, you find their chat after you sleeping.	game/script.rpy	2937	"[what]"
refourthstory_25cc1150		1 a.m.	game/script.rpy	2939	"[what]"
refourthstory_dd01f36c	b	"Come on! It's the first day, I have to work hard."	game/script.rpy	2946	b "[what]"
refourthstory_537fa80b	a	"...OK...But if you spend that time studying, you wouldn't fail the course"	game/script.rpy	2952	a "[what]"
refourthstory_cbcffc2d	b	"Don't be so mean *Cry"	game/script.rpy	2954	b "[what]"
refourthstory_5100fc6e	b	"G9, I'll get back to playing!"	game/script.rpy	2956	b "[what]"
refourthstory_3d6eaae0	a	"*Sigh I hope I could..."	game/script.rpy	2958	a "[what]"
refourthstory_aeb17122	pov	Why is [a] up this late? It's not like [chars[]0[4]].	game/script.rpy	2964	pov "[what]"
refourthstory_e1a06020		You whisper and mutter.	game/script.rpy	2966	"[what]"
refourthstory_a20cefa7_6		...	game/script.rpy	2970	"[what]"
refourthstory_6f012fdd		After washing up you walk out of the room, only [a] and [c] is having their breakfast.	game/script.rpy	2974	"[what]"
refourthstory_723455ad	pov	Morning! Did [b] go to school already?	game/script.rpy	2984	pov "[what]"
refourthstory_d7cd14bb	a	*Yawn Maybe [chars[]1[2]] is still dreaming about [chars[]1[3]] game.	game/script.rpy	2988	a "[what]"
refourthstory_8e6e517b	pov	Really? What time did he sleep yesterday?	game/script.rpy	2990	pov "[what]"
refourthstory_9ebe2f46	a	After 3 a.m.? I'm not sure...*Yawn It wouldn't be very early anyway.	game/script.rpy	2994	a "[what]"
refourthstory_bed11205	pov	Jesus, it's crazy.	game/script.rpy	2996	pov "[what]"
refourthstory_afd9c9d7	c	Who says it isn't?	game/script.rpy	3000	c "[what]"
refourthstory_a20cefa7_7		...	game/script.rpy	3004	"[what]"
refourthstory_04628a87		After the breakfast, [b] still doesn't show up, so you go to school without [chars[]1[4]].	game/script.rpy	3008	"[what]"
refourthstory_cda968b7		12 p.m.	game/script.rpy	3010	"[what]"
refourthstory_f51094f7	b	"Jeez, I've slept in!"	game/script.rpy	3016	b "[what]"
refourthstory_833088ae	pov	"Good morning! How is your course?"	game/script.rpy	3018	pov "[what]"
refourthstory_127f6563	b	"Let me check..."	game/script.rpy	3020	b "[what]"
refourthstory_a20cefa7_8		...	game/script.rpy	3022	"[what]"
refourthstory_b9afb333	b	"Oh shoot, teacher has called the roll!!"	game/script.rpy	3024	b "[what]"
refourthstory_bfe4535f	a	"Congrats."	game/script.rpy	3030	a "[what]"
refourthstory_a3cac886	b	"And I have to turn in my homework today!!"	game/script.rpy	3032	b "[what]"
refourthstory_53503345	pov	"You have to pray that the teacher is still at school."	game/script.rpy	3034	pov "[what]"
refourthstory_e2c4210b	b	"GTG"	game/script.rpy	3036	b "[what]"
refourthstory_10109673	pov	"Good luck lol"	game/script.rpy	3038	pov "[what]"
refourthstory_a20cefa7_9		...	game/script.rpy	3042	"[what]"
refourthstory_11bcb764		At dinner, you four sit together.	game/script.rpy	3054	"[what]"
refourthstory_36000389	pov	Did you find the teacher?	game/script.rpy	3058	pov "[what]"
refourthstory_86dd0f25	b	Thanks god yes, but the teacher said it's the last time, so if I do it again I maybe fail the course..	game/script.rpy	3062	b "[what]"
refourthstory_91e93ea5	c	Can I say you deserve it?	game/script.rpy	3066	c "[what]"
refourthstory_d1f991f1	b	Well...	game/script.rpy	3068	b "[what]"
refourthstory_6929e952	pov	So how about the game? 	game/script.rpy	3070	pov "[what]"
refourthstory_b9178f57	b	Wonderful! I haven't been such excited for years. supercall is the god! 	game/script.rpy	3074	b "[what]"
refourthstory_c490521c	a	Then are you gonna play all night today?	game/script.rpy	3078	a "[what]"
refourthstory_b6a82784	b	Won't be that long, but I dont have to get up early tomorrow, so I need to take the chance!	game/script.rpy	3082	b "[what]"
refourthstory_8091e500	a	Well, I have to though. *Yawn	game/script.rpy	3086	a "[what]"
refourthstory_3b9e1fca	pov	you look so sleepy, why you sleep that late yesterday? 	game/script.rpy	3088	pov "[what]"
refourthstory_30ed0aa5	a	*Sigh Not a big deal, hope it won't last too long... 	game/script.rpy	3092	a "[what]"
refourthstory_60d87a14		You dont quite understand, but you choose not to look deeper.	game/script.rpy	3094	"[what]"
refourthstory_a20cefa7_10		...	game/script.rpy	3096	"[what]"
refourthstory_a53a6c80		After the dinner, [b] rush to the room again, and soon [chars[]1[3]] voice come out again.	game/script.rpy	3102	"[what]"
refourthstory_a20cefa7_11		...	game/script.rpy	3106	"[what]"
refourthstory_a9a6c2d0		Second day, you find their chat again	game/script.rpy	3110	"[what]"
refourthstory_536ed0f8		2:27 a.m.	game/script.rpy	3112	"[what]"
refourthstory_2327c76c	a	"Do your friends stay up at night too?"	game/script.rpy	3118	a "[what]"
refourthstory_f71c70cc		2:53 a.m.	game/script.rpy	3120	"[what]"
refourthstory_810d7490	b	"They are not in UK lol, they just finished their dinner."	game/script.rpy	3126	b "[what]"
refourthstory_d959ad67	a	"Jeez I forgot that...I thought your friends were planning to skip school too."	game/script.rpy	3128	a "[what]"
refourthstory_fb2ff714		3:09 a.m.	game/script.rpy	3130	"[what]"
refourthstory_1b4f1b5c	b	"It was an accident! I didn't plan that."	game/script.rpy	3132	b "[what]"
refourthstory_6d899d4a	c	"So you planned to sleep just 4 hours yesterday?"	game/script.rpy	3138	c "[what]"
refourthstory_b62f0ee7	b	"I planned to catch up on sleep in class lol."	game/script.rpy	3140	b "[what]"
refourthstory_d99203bb	b	"But I was so tired that I forgot to set my alarm clock"	game/script.rpy	3142	b "[what]"
refourthstory_59267c2b	b	"Why are you both awake, don't you need to get up at morning?"	game/script.rpy	3144	b "[what]"
refourthstory_7fc85a75	a	"You guess..."	game/script.rpy	3146	a "[what]"
refourthstory_d4ea21f0	b	"Guess what?"	game/script.rpy	3148	b "[what]"
refourthstory_63e111ec	c	"g9"	game/script.rpy	3150	c "[what]"
refourthstory_d312d07e	b	"g9!"	game/script.rpy	3152	b "[what]"
refourthstory_a20cefa7_12		...	game/script.rpy	3161	"[what]"
refourthstory_ce1ee405		You become more confused, but both [a] and [c] went to school, so you decide to ask after dinner.	game/script.rpy	3163	"[what]"
refourthstory_a20cefa7_13		...	game/script.rpy	3165	"[what]"
refourthstory_baa9ec7f		Surperisingly, [b] is the only one have dinner at kitchen, and you need to do your homework, so you go back to your room.	game/script.rpy	3167	"[what]"
refourthstory_a26f42c7		Saturday, after you waking up, you find another chat.	game/script.rpy	3169	"[what]"
refourthstory_25cc1150_1		1 a.m.	game/script.rpy	3171	"[what]"
refourthstory_bde15517	a	"Come on dude, you know the soundproof here not good right? @[b]"	game/script.rpy	3177	a "[what]"
refourthstory_6c2edf74		1:13 a.m.	game/script.rpy	3179	"[what]"
refourthstory_3f42331d	b	"Oh sorry, did I disturb you?"	game/script.rpy	3185	b "[what]"
refourthstory_92f13b49	a	"It’s been 3 days…"	game/script.rpy	3187	a "[what]"
refourthstory_ee4435d7	b	"Sorry I didn’t mean to do that, you should tell me in the first day!"	game/script.rpy	3189	b "[what]"
refourthstory_3fc06935	a	"I thought it won’t last too long…"	game/script.rpy	3191	a "[what]"
refourthstory_092aba53	a	"I’m not trying to stop you from playing, but your scramming is reaaaally loud…"	game/script.rpy	3193	a "[what]"
refourthstory_c78e4a32	b	"Got that, I will definitely pay attention to that, sorry bro."	game/script.rpy	3195	b "[what]"
refourthstory_40e9e04b	a	"It’s ok, I know you didn’t mean to it."	game/script.rpy	3197	a "[what]"
refourthstory_1271b74d	pov	Oh…that’s it, I finally got it…	game/script.rpy	3203	pov "[what]"
refourthstory_dd223b2d	pov	It’s good to see them have solved it peacefully though,,,.	game/script.rpy	3205	pov "[what]"
refourthstory_92dda2a0		So you decide to focus on your homework for now.	game/script.rpy	3207	"[what]"
refourthstory_a20cefa7_14		...	game/script.rpy	3211	"[what]"
refourthstory_f2b8175b		after the weekend, you finally finish your homework, and you have time to chat with your roommates. 	game/script.rpy	3223	"[what]"
refourthstory_aa7fe2e4		As "usual", [b] does not join you, you decide to 	game/script.rpy	3225	"[what]"
refourthstory_ec1ff1a5		You talk about your daily life as before, mostly about your courses.	game/script.rpy	3230	"[what]"
refourthstory_c40e63fa	pov	I saw your chat on Friday night, how's it going on?	game/script.rpy	3236	pov "[what]"
refourthstory_bd154ed8	a	Just like I said, [chars[]1[2]] was so noisy at night, and I could barely sleep those days.	game/script.rpy	3240	a "[what]"
refourthstory_95e2132f	a	I thought it would be just first one or two days after that game releasing, but [b] kept scramming, so I had to tell [chars[]1[4]].	game/script.rpy	3244	a "[what]"
refourthstory_a32e1257	pov	Well...that must be a hard time, I'm so sensitive to noise too, luckily I don't live next to [chars[]1[4]]...	game/script.rpy	3246	pov "[what]"
refourthstory_f0fa19e7	a	That's so terrible...you will never know when [chars[]1[2]] would jumpscare you!	game/script.rpy	3250	a "[what]"
refourthstory_65e0fa90	pov	So what's the situation now?	game/script.rpy	3252	pov "[what]"
refourthstory_9cea7b15	a	Much better...at least [chars[]1[2]] will not yell all the time, but still sometimes when [chars[]1[2]] is excited, so I still get woken occasionally.	game/script.rpy	3256	a "[what]"
refourthstory_e68418a6	pov	Haha...how about [c]? Don't you have this problem?	game/script.rpy	3258	pov "[what]"
refourthstory_e02f2636	c	Not that severe, but still a little bit annoying...I can't totally ignore that though.	game/script.rpy	3262	c "[what]"
refourthstory_cb87d3a0	pov	May you both sleep well in the future.	game/script.rpy	3264	pov "[what]"
refourthstory_1a8f7953	a	I wish I could...We have an exam on Friday morning, we need to rest well..	game/script.rpy	3268	a "[what]"
refourthstory_60cf9057		After this, you chat for a while and then go back to the room.	game/script.rpy	3270	"[what]"
refourthstory_a20cefa7_15		...	game/script.rpy	3274	"[what]"
refourthstory_dfbf3f77		Nothing much happened during this time, you lived your lives as usual.	game/script.rpy	3276	"[what]"
refourthstory_cb4d1698		Until Friday.	game/script.rpy	3278	"[what]"
refourthstory_31041be0		12 a.m.	game/script.rpy	3282	"[what]"
refourthstory_56054aff	a	"@[b] Dude I told you we have exam tomorrow right?? And you said you won't play today"	game/script.rpy	3289	a "[what]"
refourthstory_906cbd20	b	"I didn't want to play, but my friends kept asking me to join them and I was doing my best not to make a sound.."	game/script.rpy	3295	b "[what]"
refourthstory_ce441a67	a	"Please do better."	game/script.rpy	3297	a "[what]"
refourthstory_32a02e93	b	"Alright."	game/script.rpy	3299	b "[what]"
refourthstory_1971eb38		2:15 a.m.	game/script.rpy	3301	"[what]"
refourthstory_129b8c87	c	"I've had enough of this, is it so hard not to disturb others?"	game/script.rpy	3307	c "[what]"
refourthstory_84a767b8	c	"You don't know how to keep your word?"	game/script.rpy	3309	c "[what]"
refourthstory_21427140	c	"I'm ashamed to be in a school with people like you."	game/script.rpy	3311	c "[what]"
refourthstory_a20cefa7_16		...	game/script.rpy	3313	"[what]"
refourthstory_a20cefa7_17		...	game/script.rpy	3319	"[what]"
refourthstory_9202d3fd		There's a lot more left, all of which is [c] speaking to [b].	game/script.rpy	3321	"[what]"
refourthstory_3e362a8d		You are scared, right now, you decide to:	game/script.rpy	3323	"[what]"
refourthstory_5047114e		You think you'd better not get involved in the conflict, so you say nothing.	game/script.rpy	3327	"[what]"
refourthstory_dc169c98		You send a message to [b] and ask [chars[]1[4]] what happened, but apparently [chars[]1[2]] is still sleeping at this time, so you wash up first and have a breakfast.	game/script.rpy	3333	"[what]"
refourthstory_b0018490		You go to the kitchen and find that [a] and [c] have already finished their meal and are cleaning up, they look very sleepy.	game/script.rpy	3344	"[what]"
refourthstory_be2cb555	a	Morning, we need to go, see you at dinner.	game/script.rpy	3348	a "[what]"
refourthstory_aa9ecf44	pov	Oh, yes, see you.	game/script.rpy	3350	pov "[what]"
refourthstory_e3bac6ff		[c] waves to you and leaves	game/script.rpy	3354	"[what]"
refourthstory_90274a81	pov	They are going to take the exam, guess I'll just have to wait for b to wake up...	game/script.rpy	3360	pov "[what]"
refourthstory_a20cefa7_18		...	game/script.rpy	3364	"[what]"
refourthstory_a20cefa7_19		...	game/script.rpy	3366	"[what]"
refourthstory_daadf355		Around midday	game/script.rpy	3370	"[what]"
refourthstory_eabc3b13	b	"IDK actually...I didn't make much noise last night for sure..."	game/script.rpy	3377	b "[what]"
refourthstory_f2cdff6c	pov	"But [c] looked totally pissed off..."	game/script.rpy	3379	pov "[what]"
refourthstory_05b210ac	b	"I have no idea! [chars[]2[2]] have never told me about this!"	game/script.rpy	3381	b "[what]"
refourthstory_6dcfb135	b	"It's always [a], I thought [c] didn't care about this."	game/script.rpy	3383	b "[what]"
refourthstory_a9706e65	pov	"Maybe [c] just didn't say it...and you pushed [chars[]2[4]] too hard this time..."	game/script.rpy	3385	pov "[what]"
refourthstory_45301ea6	b	"You're right...but I'm sure I was very quiet yesterday, but a person will always make sound you know.."	game/script.rpy	3387	b "[what]"
refourthstory_9be8b677	pov	"I was not there so I can't judge that..."	game/script.rpy	3389	pov "[what]"
refourthstory_5dcb8289		You take a look at the time and think [a] and [c] should have their breakfast right now, so you wash up quickly and go to the kitchen.	game/script.rpy	3396	"[what]"
refourthstory_110fc8a8		They are still eating, so you ask them directly.	game/script.rpy	3404	"[what]"
refourthstory_a1db3431	pov	What happened yesterday? You looked so angry.	game/script.rpy	3406	pov "[what]"
refourthstory_ee3088fd	c	I was very angry, [a] had told [chars[]1[4]] to keep quiet just for yesterday, and [chars[]1[2]] had promised.	game/script.rpy	3410	c "[what]"
refourthstory_85b8ead9	a	But [chars[]1[2]] still played for a long time and made plenty of noise.	game/script.rpy	3414	a "[what]"
refourthstory_5c2de0ed	c	I was doing my best to stay calm, but [chars[]1[2]] went too far.	game/script.rpy	3418	c "[what]"
refourthstory_8d61f1f7	pov	I understand...	game/script.rpy	3420	pov "[what]"
refourthstory_3524e7b5	a	We got to go, we have exam later.	game/script.rpy	3424	a "[what]"
refourthstory_7daf6c97	pov	OK, good luck.	game/script.rpy	3426	pov "[what]"
refourthstory_a20cefa7_20		...	game/script.rpy	3428	"[what]"
refourthstory_a20cefa7_21		...	game/script.rpy	3432	"[what]"
refourthstory_85ae5290		So you go back to home and start your homework.	game/script.rpy	3439	"[what]"
refourthstory_cd2b0511		You send a message to [b] and ask [chars[]1[4]] what happened, but apparently [chars[]1[2]] is still sleeping at this time	game/script.rpy	3449	"[what]"
refourthstory_85ae5290_1		So you go back to home and start your homework.	game/script.rpy	3451	"[what]"
refourthstory_a20cefa7_22		...	game/script.rpy	3453	"[what]"
refourthstory_a20cefa7_23		...	game/script.rpy	3455	"[what]"
refourthstory_daadf355_1		Around midday	game/script.rpy	3457	"[what]"
refourthstory_eabc3b13_1	b	"IDK actually...I didn't make much noise last night for sure..."	game/script.rpy	3463	b "[what]"
refourthstory_f2cdff6c_1	pov	"But [c] looked totally pissed off..."	game/script.rpy	3465	pov "[what]"
refourthstory_05b210ac_1	b	"I have no idea! [chars[]2[2]] have never told me about this!"	game/script.rpy	3467	b "[what]"
refourthstory_6dcfb135_1	b	"It's always [a], I thought [c] didn't care about this."	game/script.rpy	3469	b "[what]"
refourthstory_a9706e65_1	pov	"Maybe [c] just didn't say it...and you pushed [chars[]2[4]] too hard this time..."	game/script.rpy	3471	pov "[what]"
refourthstory_45301ea6_1	b	"You're right...but I'm sure I was very quiet yesterday, but a person will always make sound you know.."	game/script.rpy	3473	b "[what]"
refourthstory_9be8b677_1	pov	"I was not there so I can't judge that..."	game/script.rpy	3475	pov "[what]"
refourthstory_a20cefa7_24		...	game/script.rpy	3479	"[what]"
refourthstory_2b836cd4		Evening, you have dinner with [a] and [c].	game/script.rpy	3490	"[what]"
refourthstory_5bed1575		Minutes later, [b] come back from school, and start to cook.	game/script.rpy	3497	"[what]"
refourthstory_ae5c3d7c	b	Evening.	game/script.rpy	3501	b "[what]"
refourthstory_6295e9eb		[chars[]1[2]] doesn't look very natural.	game/script.rpy	3503	"[what]"
refourthstory_a938d71f	pov	Evening, how's your school?	game/script.rpy	3505	pov "[what]"
refourthstory_057e784e	b	Not very good, I was so sleepy, maybe I should go to bed earier from today haha..	game/script.rpy	3509	b "[what]"
refourthstory_289c1d47	pov	Yeah, it's a more healthy lifestyle.	game/script.rpy	3511	pov "[what]"
refourthstory_115436f2	b	Oh I'm so hungry, let me see what I can eat tonight...	game/script.rpy	3515	b "[what]"
refourthstory_b54994ab		[chars[]1[2]] start to cook [chars[]1[3]] dinner.	game/script.rpy	3521	"[what]"
refourthstory_ecf7a6b5	a	I finished, see you tomorrow.	game/script.rpy	3525	a "[what]"
refourthstory_4a149891	c	Me too. see ya.	game/script.rpy	3529	c "[what]"
refourthstory_d28c717f	pov	Ah, oh, see you, good night.	game/script.rpy	3531	pov "[what]"
refourthstory_276e7d53	b	Good night	game/script.rpy	3533	b "[what]"
refourthstory_e563afc6		[a] and [c] look not want to stay, and leave very quickly.	game/script.rpy	3539	"[what]"
refourthstory_b566195e	b	...*Sigh	game/script.rpy	3541	b "[what]"
refourthstory_a20cefa7_25		...	game/script.rpy	3543	"[what]"
refourthstory_25c46725	b	Well, I'll eat in my room.	game/script.rpy	3547	b "[what]"
refourthstory_60d02e5d	pov	Yeah, I'll go back then, bye.	game/script.rpy	3549	pov "[what]"
refourthstory_850ef128	b	...	game/script.rpy	3551	b "[what]"
refourthstory_a360cb61		The atmosphere is clearly not right, but they all go back to room, so you could do nothing here.	game/script.rpy	3555	"[what]"
refourthstory_e0faef03		However, the situation has not improved after a week.	game/script.rpy	3557	"[what]"
refourthstory_73404cd2	a	"Hey [pov], I found a good resturant, you have to go with us tonight."	game/script.rpy	3563	a "[what]"
refourthstory_a95702d8	pov	"Sure, four of us?"	game/script.rpy	3565	pov "[what]"
